provincia|seccion|circuito|local|mesa|partido|porcentaje
Río Negro|Bariloche|Circuito La Llave|ESCUELA PRIMARIA N 320|1600900623X|FRENTE DE TODOS|75.36
Río Negro|Bariloche|Circuito La Llave|ESCUELA PRIMARIA N 320|1600900623X|JUNTOS POR EL CAMBIO|11.76
Río Negro|Bariloche|Circuito La Llave|ESCUELA PRIMARIA N 320|1600900621X|JUNTOS POR EL CAMBIO|14.59
Río Negro|Bariloche|Circuito La Llave|ESCUELA PRIMARIA N 310|1600900628X|JUNTOS POR EL CAMBIO|10.6
Río Negro|Bariloche|Circuito La Llave|ESCUELA PRIMARIA N 310|1600900625X|JUNTOS POR EL CAMBIO|9.47
Río Negro|Bariloche|Circuito La Llave|ESCUELA PRIMARIA N 310|1600900627X|JUNTOS POR EL CAMBIO|12.14
Río Negro|Bariloche|Circuito La Llave|ESCUELA PRIMARIA N 310|1600900626X|FRENTE DE TODOS|76.83
Río Negro|Bariloche|Circuito La Llave|ESCUELA PRIMARIA N 310|1600900626X|JUNTOS POR EL CAMBIO|8.45
Río Negro|Bariloche|Circuito La Llave|ESCUELA PRIMARIA N 310|1600900630X|JUNTOS POR EL CAMBIO|10.41
Río Negro|Bariloche|Circuito La Llave|ESCUELA PRIMARIA N 310|1600900629X|JUNTOS POR EL CAMBIO|13.02
Río Negro|Bariloche|Circuito El Bolson|ESCUELA PRIMARIA N 140|1600900706X|JUNTOS POR EL CAMBIO|16.59
Río Negro|Bariloche|Circuito El Bolson|ESCUELA PRIMARIA N 140|1600900705X|JUNTOS POR EL CAMBIO|19.14
Río Negro|Bariloche|Circuito El Bolson|ESCUELA PRIMARIA N 140|1600900701X|JUNTOS POR EL CAMBIO|14.56
Río Negro|Bariloche|Circuito El Bolson|ESCUELA PRIMARIA N 140|1600900700X|FRENTE DE TODOS|78.81
Río Negro|Bariloche|Circuito El Bolson|ESCUELA PRIMARIA N 140|1600900700X|JUNTOS POR EL CAMBIO|12.71
Río Negro|Bariloche|Circuito El Bolson|ESCUELA PRIMARIA N 270|1600900696X|JUNTOS POR EL CAMBIO|17.81
Río Negro|Bariloche|Circuito El Bolson|ESCUELA PRIMARIA N 270|1600900692X|JUNTOS POR EL CAMBIO|15.68
Río Negro|Bariloche|Circuito El Bolson|ESCUELA PRIMARIA N 270|1600900695X|JUNTOS POR EL CAMBIO|17.33
Río Negro|Bariloche|Circuito El Bolson|ESCUELA PRIMARIA N 270|1600900694X|JUNTOS POR EL CAMBIO|19.53
Río Negro|Bariloche|Circuito El Bolson|ESCUELA PRIMARIA N 270|1600900689X|JUNTOS POR EL CAMBIO|15.96
Río Negro|Bariloche|Circuito El Bolson|ESCUELA PRIMARIA N 270|1600900690X|JUNTOS POR EL CAMBIO|19.54
Río Negro|Bariloche|Circuito El Bolson|ESC SEC R NEGRO N° 48|1600900727X|JUNTOS POR EL CAMBIO|15.87
Río Negro|Bariloche|Circuito El Bolson|ESC. SEC. DE RIO NEGRO N 10|1600900713X|JUNTOS POR EL CAMBIO|13.54
Río Negro|Bariloche|Circuito El Bolson|ESC. SEC. DE RIO NEGRO N 10|1600900713X|FRENTE DE TODOS|75.69
Río Negro|Bariloche|Circuito El Bolson|ESC. SEC. DE RIO NEGRO N 10|1600900711X|FRENTE DE TODOS|76.17
Río Negro|Bariloche|Circuito El Bolson|ESC. SEC. DE RIO NEGRO N 10|1600900711X|JUNTOS POR EL CAMBIO|11.71
Río Negro|Bariloche|Circuito El Bolson|ESC. SEC. DE RIO NEGRO N 10|1600900709X|INCIDENCIA|0.0
Río Negro|Bariloche|Circuito El Bolson|ESC. SEC. DE RIO NEGRO N 10|1600900710X|JUNTOS POR EL CAMBIO|12.97
Río Negro|Bariloche|Circuito El Bolson|ESCUELA PRIMARIA N 271|1600900683X|JUNTOS POR EL CAMBIO|18.44
Río Negro|Bariloche|Circuito El Bolson|ESCUELA PRIMARIA N 271|1600900682X|JUNTOS POR EL CAMBIO|15.62
Río Negro|Bariloche|Circuito El Bolson|ESCUELA PRIMARIA N 271|1600900686X|JUNTOS POR EL CAMBIO|18.07
Río Negro|Bariloche|Circuito El Bolson|ESCUELA PRIMARIA N 271|1600900679X|JUNTOS POR EL CAMBIO|15.44
Río Negro|Bariloche|Circuito El Bolson|ESCUELA PRIMARIA N 271|1600900687X|JUNTOS POR EL CAMBIO|19.2
Río Negro|Bariloche|Circuito El Bolson|ESCUELA PRIMARIA N 271|1600900681X|JUNTOS POR EL CAMBIO|16.73
Río Negro|Bariloche|Circuito El Bolson|ESCUELA HOGAR N 268|1600900716X|JUNTOS POR EL CAMBIO|18.07
Río Negro|Bariloche|Circuito El Bolson|ESCUELA HOGAR N 268|1600900721X|JUNTOS POR EL CAMBIO|17.29
Río Negro|Bariloche|Circuito El Bolson|ESCUELA HOGAR N 268|1600900718X|FRENTE DE TODOS|75.39
Río Negro|Bariloche|Circuito El Bolson|ESCUELA HOGAR N 268|1600900718X|JUNTOS POR EL CAMBIO|10.31
Río Negro|Bariloche|Circuito El Bolson|ESCUELA HOGAR N 268|1600900717X|JUNTOS POR EL CAMBIO|15.76
Río Negro|Bariloche|Circuito El Bolson|ESCUELA HOGAR N 268|1600900723X|JUNTOS POR EL CAMBIO|13.83
Río Negro|Bariloche|Circuito Fourous|ESCUELA PRIMARIA N 295|1600900603X|JUNTOS POR EL CAMBIO|14.84
Río Negro|Bariloche|Circuito Fourous|ESCUELA PRIMARIA N 295|1600900602X|INCIDENCIA|0.0
Río Negro|Bariloche|Circuito Fourous|ESCUELA PRIMARIA N 295|1600900600X|JUNTOS POR EL CAMBIO|17.66
Río Negro|Bariloche|Circuito Fourous|ESCUELA PRIMARIA N 295|1600900604X|JUNTOS POR EL CAMBIO|14.64
Río Negro|Bariloche|Circuito Fourous|ESCUELA PRIMARIA N 295|1600900598X|JUNTOS POR EL CAMBIO|12.36
Río Negro|Bariloche|Circuito Fourous|ESCUELA PRIMARIA N 295|1600900599X|FRENTE DE TODOS|75.26
Río Negro|Bariloche|Circuito Fourous|ESCUELA PRIMARIA N 295|1600900599X|JUNTOS POR EL CAMBIO|12.89
Río Negro|Bariloche|Circuito Fourous|ESCUELA PRIMARIA N 295|1600900601X|JUNTOS POR EL CAMBIO|9.82
Río Negro|Bariloche|Circuito B Levalle|ESCUELA PRIMARIA N 278|1600900612X|JUNTOS POR EL CAMBIO|19.68
Río Negro|Bariloche|Circuito El Foyel|ESCUELA PRIMARIA N 181|1600900678X|JUNTOS POR EL CAMBIO|18.18
Río Negro|Bariloche|Circuito Cruce Catedral|ESCUELA PRIMARIA N 321|1600900416X|INCIDENCIA|0.0
Río Negro|Bariloche|Circuito Las Quintas|ESCUELA PRIMARIA N 267|1600900589X|JUNTOS POR EL CAMBIO|18.03
Río Negro|Bariloche|Circuito Las Quintas|ESCUELA PRIMARIA N 267|1600900588X|JUNTOS POR EL CAMBIO|17.62
Río Negro|Bariloche|Circuito Las Quintas|ESCUELA PRIMARIA N 267|1600900592X|JUNTOS POR EL CAMBIO|17.49
Río Negro|Bariloche|Circuito Las Quintas|ESCUELA PRIMARIA N 267|1600900591X|JUNTOS POR EL CAMBIO|18.8
Río Negro|Bariloche|Circuito Las Quintas|ESCUELA PRIMARIA N 328|1600900595X|JUNTOS POR EL CAMBIO|18.03
Río Negro|Bariloche|Circuito Las Quintas|ESCUELA PRIMARIA N 328|1600900594X|JUNTOS POR EL CAMBIO|14.22
Río Negro|Bariloche|Circuito Las Quintas|ESCUELA PRIMARIA N 328|1600900596X|INCIDENCIA|0.0
Río Negro|Bariloche|Circuito Vuriloche|ESCUELA PRIMARIA N 255|1600900632X|JUNTOS POR EL CAMBIO|15.83
Río Negro|Bariloche|Circuito Vuriloche|ESCUELA PRIMARIA N 255|1600900637X|INCIDENCIA|0.0
Río Negro|Bariloche|Circuito Vuriloche|ESCUELA PRIMARIA N 255|1600900635X|JUNTOS POR EL CAMBIO|19.76
Río Negro|Bariloche|Circuito Vuriloche|ESCUELA PRIMARIA N 255|1600900634X|JUNTOS POR EL CAMBIO|19.55
Río Negro|Bariloche|Circuito El Frutillar|ESCUELA PRIMARIA N 154|1600900483X|JUNTOS POR EL CAMBIO|16.11
Río Negro|Bariloche|Circuito El Frutillar|ESCUELA PRIMARIA N 154|1600900488X|JUNTOS POR EL CAMBIO|18.33
Río Negro|Bariloche|Circuito El Frutillar|ESCUELA PRIMARIA N 154|1600900489X|INCIDENCIA|0.0
Río Negro|Bariloche|Circuito El Frutillar|ESCUELA PRIMARIA N 154|1600900480X|JUNTOS POR EL CAMBIO|13.6
Río Negro|Bariloche|Circuito El Frutillar|ESCUELA PRIMARIA N 154|1600900486X|JUNTOS POR EL CAMBIO|18.7
Río Negro|Bariloche|Circuito El Frutillar|ESCUELA PRIMARIA N 154|1600900482X|JUNTOS POR EL CAMBIO|13.97
Río Negro|Bariloche|Circuito El Frutillar|ESCUELA PRIMARIA N 154|1600900485X|JUNTOS POR EL CAMBIO|11.07
Río Negro|Bariloche|Circuito El Frutillar|ESCUELA PRIMARIA N 154|1600900492X|JUNTOS POR EL CAMBIO|15.35
Río Negro|Bariloche|Circuito El Frutillar|ESCUELA PRIMARIA N 154|1600900487X|JUNTOS POR EL CAMBIO|14.82
Río Negro|Bariloche|Circuito El Frutillar|ESCUELA PRIMARIA N 154|1600900490X|JUNTOS POR EL CAMBIO|14.38
Río Negro|Bariloche|Circuito El Frutillar|ESCUELA PRIMARIA N 154|1600900491X|JUNTOS POR EL CAMBIO|10.94
Río Negro|Bariloche|Circuito El Frutillar|ESCUELA PRIMARIA N 154|1600900481X|JUNTOS POR EL CAMBIO|13.45
Río Negro|Bariloche|Circuito 2 de Abril|ESCUELA PRIMARIA N 343|1600900496X|JUNTOS POR EL CAMBIO|3.3
Río Negro|Bariloche|Circuito 2 de Abril|ESCUELA PRIMARIA N 343|1600900496X|FRENTE DE TODOS|88.84
Río Negro|Bariloche|Circuito 2 de Abril|ESCUELA PRIMARIA N 343|1600900493X|JUNTOS POR EL CAMBIO|5.95
Río Negro|Bariloche|Circuito 2 de Abril|ESCUELA PRIMARIA N 343|1600900493X|FRENTE DE TODOS|84.92
Río Negro|Bariloche|Circuito 2 de Abril|ESCUELA PRIMARIA N 343|1600900495X|FRENTE DE TODOS|84.25
Río Negro|Bariloche|Circuito 2 de Abril|ESCUELA PRIMARIA N 343|1600900495X|JUNTOS POR EL CAMBIO|5.11
Río Negro|Bariloche|Circuito 2 de Abril|ESCUELA PRIMARIA N 343|1600900494X|FRENTE DE TODOS|89.18
Río Negro|Bariloche|Circuito 2 de Abril|ESCUELA PRIMARIA N 343|1600900494X|JUNTOS POR EL CAMBIO|3.47
Río Negro|Bariloche|Circuito Km 20|ESCUELA PRIMARIA N 48|1600900386X|SIN RESULTADOS|0.0
Río Negro|Bariloche|Circuito Tiro Federal|ESCUELA DE EDUC. ESP. N 19|1600900586X|JUNTOS POR EL CAMBIO|16.98
Río Negro|Bariloche|Circuito Tiro Federal|ESCUELA DE EDUC. ESP. N 19|1600900587X|JUNTOS POR EL CAMBIO|16.43
Río Negro|Bariloche|Circuito Mallin Ahogado|ESCUELA PRIMARIA N 103|1600900733X|JUNTOS POR EL CAMBIO|13.24
Río Negro|Bariloche|Circuito Mallin Ahogado|ESCUELA PRIMARIA N 103|1600900733X|FRENTE DE TODOS|77.16
Río Negro|Bariloche|Circuito Mallin Ahogado|ESCUELA PRIMARIA N 103|1600900731X|JUNTOS POR EL CAMBIO|12.44
Río Negro|Bariloche|Circuito Mallin Ahogado|ESCUELA PRIMARIA N 103|1600900731X|FRENTE DE TODOS|76.88
Río Negro|Bariloche|Circuito Mallin Ahogado|ESCUELA PRIMARIA N 103|1600900729X|FRENTE DE TODOS|83.17
Río Negro|Bariloche|Circuito Mallin Ahogado|ESCUELA PRIMARIA N 103|1600900729X|JUNTOS POR EL CAMBIO|10.28
Río Negro|Bariloche|Circuito Mallin Ahogado|ESCUELA PRIMARIA N 103|1600900732X|FRENTE DE TODOS|77.83
Río Negro|Bariloche|Circuito Mallin Ahogado|ESCUELA PRIMARIA N 103|1600900732X|JUNTOS POR EL CAMBIO|8.96
Río Negro|Bariloche|Circuito Mallin Ahogado|ESCUELA PRIMARIA N 103|1600900730X|JUNTOS POR EL CAMBIO|14.15
Río Negro|Bariloche|Circuito El Pilar|ESCUELA PRIMARIA N 329|1600900458X|JUNTOS POR EL CAMBIO|19.02
Río Negro|Bariloche|Circuito Nacional|ESCUELA PRIMARIA N 266|1600900513X|INCIDENCIA|0.0
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 367|1600900472X|FRENTE DE TODOS|75.19
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 367|1600900472X|JUNTOS POR EL CAMBIO|12.4
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 367|1600900473X|JUNTOS POR EL CAMBIO|11.03
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 367|1600900479X|JUNTOS POR EL CAMBIO|13.86
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 367|1600900474X|JUNTOS POR EL CAMBIO|13.15
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 367|1600900476X|JUNTOS POR EL CAMBIO|13.38
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 367|1600900477X|FRENTE DE TODOS|76.92
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 367|1600900477X|JUNTOS POR EL CAMBIO|9.52
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 367|1600900475X|JUNTOS POR EL CAMBIO|8.11
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 367|1600900471X|JUNTOS POR EL CAMBIO|13.86
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 367|1600900478X|JUNTOS POR EL CAMBIO|16.12
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 315|1600900466X|JUNTOS POR EL CAMBIO|9.35
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 315|1600900466X|FRENTE DE TODOS|78.41
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 315|1600900462X|JUNTOS POR EL CAMBIO|14.94
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 315|1600900465X|JUNTOS POR EL CAMBIO|13.45
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 315|1600900469X|JUNTOS POR EL CAMBIO|10.25
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 315|1600900464X|JUNTOS POR EL CAMBIO|10.21
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 315|1600900463X|JUNTOS POR EL CAMBIO|9.84
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 315|1600900468X|JUNTOS POR EL CAMBIO|11.39
Río Negro|Bariloche|Circuito Nahuel Hue|ESCUELA PRIMARIA N 315|1600900467X|JUNTOS POR EL CAMBIO|15.1
Río Negro|Bariloche|Circuito Lera|ESCUELA PRIMARIA N 201|1600900564X|JUNTOS POR EL CAMBIO|16.85
Río Negro|Bariloche|Circuito Lera|ESCUELA PRIMARIA N 201|1600900568X|JUNTOS POR EL CAMBIO|16.72
Río Negro|Bariloche|Circuito Lera|ESCUELA PRIMARIA N 201|1600900567X|JUNTOS POR EL CAMBIO|19.69
Río Negro|Bariloche|Circuito San Francisco|ESC. SEC. DE RIO NEGRO N 138|1600900653X|JUNTOS POR EL CAMBIO|18.59
Río Negro|Bariloche|Circuito San Francisco|ESC. SEC. DE RIO NEGRO N 138|1600900650X|JUNTOS POR EL CAMBIO|16.49
Río Negro|Bariloche|Circuito San Francisco|ESC. SEC. DE RIO NEGRO N 138|1600900651X|JUNTOS POR EL CAMBIO|18.05
Río Negro|Bariloche|Circuito San Francisco|ESCUELA PRIMARIA N 311|1600900642X|JUNTOS POR EL CAMBIO|18.27
Río Negro|Bariloche|Circuito San Francisco|ESCUELA PRIMARIA N 311|1600900643X|JUNTOS POR EL CAMBIO|19.49
Río Negro|Bariloche|Circuito San Francisco|ESCUELA PRIMARIA N 311|1600900641X|JUNTOS POR EL CAMBIO|17.95
Río Negro|Bariloche|Circuito San Francisco|ESCUELA PRIMARIA N 311|1600900644X|JUNTOS POR EL CAMBIO|18.63
Río Negro|25 de Mayo|Circuito Los Menucos|ESCUELA PRIMARIA N 49|1600600305X|JUNTOS POR EL CAMBIO|19.29
Río Negro|25 de Mayo|Circuito Los Menucos|ESCUELA PRIMARIA N 49|1600600303X|JUNTOS POR EL CAMBIO|15.26
Río Negro|25 de Mayo|Circuito Los Menucos|ESCUELA PRIMARIA N 49|1600600303X|FRENTE DE TODOS|75.9
Río Negro|25 de Mayo|Circuito Los Menucos|ESCUELA PRIMARIA N 49|1600600302X|JUNTOS POR EL CAMBIO|15.64
Río Negro|25 de Mayo|Circuito Los Menucos|ESCUELA PRIMARIA N 49|1600600308X|JUNTOS POR EL CAMBIO|18.72
Río Negro|25 de Mayo|Circuito Los Menucos|ESCUELA PRIMARIA N 49|1600600309X|JUNTOS POR EL CAMBIO|18.61
Río Negro|25 de Mayo|Circuito Los Menucos|ESCUELA PRIMARIA N 49|1600600307X|INCIDENCIA|0.0
Río Negro|25 de Mayo|Circuito Los Menucos|ESCUELA PRIMARIA N 49|1600600306X|JUNTOS POR EL CAMBIO|15.29
Río Negro|25 de Mayo|Circuito Los Menucos|ESCUELA PRIMARIA N 49|1600600306X|FRENTE DE TODOS|77.23
Río Negro|25 de Mayo|Circuito Laguna Blanca|ESCUELA PRIMARIA N 180|1600600342X|FRENTE DE TODOS|82.17
Río Negro|25 de Mayo|Circuito Laguna Blanca|ESCUELA PRIMARIA N 180|1600600342X|JUNTOS POR EL CAMBIO|10.85
Río Negro|25 de Mayo|Circuito Quetrequile|ESCUELA HOGAR N 162|1600600321X|FRENTE DE TODOS|82.6
Río Negro|25 de Mayo|Circuito Quetrequile|ESCUELA HOGAR N 162|1600600321X|JUNTOS POR EL CAMBIO|8.69
Río Negro|25 de Mayo|Circuito Clemente Onelli|ESCUELA HOGAR N 104|1600600341X|FRENTE DE TODOS|88.09
Río Negro|25 de Mayo|Circuito Clemente Onelli|ESCUELA HOGAR N 104|1600600341X|JUNTOS POR EL CAMBIO|4.76
Río Negro|25 de Mayo|Circuito Maquinchao Rural Colan Cohue|ESCUELA HOGAR N 216|1600600317X|FRENTE DE TODOS|89.42
Río Negro|25 de Mayo|Circuito Maquinchao Rural Colan Cohue|ESCUELA HOGAR N 216|1600600317X|JUNTOS POR EL CAMBIO|8.65
Río Negro|25 de Mayo|Circuito Maquinchao|ESCUELA PRIMARIA N 4|1600600312X|JUNTOS POR EL CAMBIO|13.15
Río Negro|25 de Mayo|Circuito Maquinchao|ESCUELA PRIMARIA N 4|1600600311X|JUNTOS POR EL CAMBIO|9.62
Río Negro|25 de Mayo|Circuito Maquinchao|ESCUELA PRIMARIA N 4|1600600311X|FRENTE DE TODOS|79.07
Río Negro|25 de Mayo|Circuito Maquinchao|ESCUELA PRIMARIA N 4|1600600316X|JUNTOS POR EL CAMBIO|16.06
Río Negro|25 de Mayo|Circuito Maquinchao|ESCUELA PRIMARIA N 4|1600600313X|JUNTOS POR EL CAMBIO|15.81
Río Negro|25 de Mayo|Circuito Maquinchao|ESCUELA PRIMARIA N 4|1600600314X|JUNTOS POR EL CAMBIO|11.96
Río Negro|25 de Mayo|Circuito Maquinchao|ESCUELA PRIMARIA N 4|1600600314X|FRENTE DE TODOS|79.48
Río Negro|25 de Mayo|Circuito Maquinchao|ESCUELA PRIMARIA N 4|1600600315X|JUNTOS POR EL CAMBIO|18.82
Río Negro|25 de Mayo|Circuito Maquinchao|ESCUELA PRIMARIA N 4|1600600310X|JUNTOS POR EL CAMBIO|11.79
Río Negro|25 de Mayo|Circuito Aguada de Guerra|ESCUELA HOGAR N 151|1600600318X|JUNTOS POR EL CAMBIO|17.02
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESC. SEC. DE RIO NEGRO N° 6|1600600332X|FRENTE DE TODOS|80.4
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESC. SEC. DE RIO NEGRO N° 6|1600600332X|JUNTOS POR EL CAMBIO|9.38
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESC. SEC. DE RIO NEGRO N° 6|1600600333X|FRENTE DE TODOS|76.15
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESC. SEC. DE RIO NEGRO N° 6|1600600333X|JUNTOS POR EL CAMBIO|15.06
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESC. SEC. DE RIO NEGRO N° 6|1600600329X|JUNTOS POR EL CAMBIO|15.54
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESC. SEC. DE RIO NEGRO N° 6|1600600329X|FRENTE DE TODOS|76.47
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESC. SEC. DE RIO NEGRO N° 6|1600600330X|JUNTOS POR EL CAMBIO|9.96
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESC. SEC. DE RIO NEGRO N° 6|1600600330X|FRENTE DE TODOS|85.05
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESC. SEC. DE RIO NEGRO N° 6|1600600328X|JUNTOS POR EL CAMBIO|12.95
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESC. SEC. DE RIO NEGRO N° 6|1600600328X|FRENTE DE TODOS|76.11
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESC. SEC. DE RIO NEGRO N° 6|1600600331X|FRENTE DE TODOS|78.4
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESC. SEC. DE RIO NEGRO N° 6|1600600331X|JUNTOS POR EL CAMBIO|15.2
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 17|1600600338X|JUNTOS POR EL CAMBIO|19.26
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 17|1600600336X|FRENTE DE TODOS|79.67
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 17|1600600336X|JUNTOS POR EL CAMBIO|14.22
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 17|1600600337X|JUNTOS POR EL CAMBIO|16.79
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 17|1600600337X|FRENTE DE TODOS|78.9
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 17|1600600335X|JUNTOS POR EL CAMBIO|12.68
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 17|1600600335X|FRENTE DE TODOS|81.34
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 17|1600600334X|FRENTE DE TODOS|78.76
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 17|1600600334X|JUNTOS POR EL CAMBIO|15.44
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 134|1600600325X|JUNTOS POR EL CAMBIO|10.23
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 134|1600600325X|FRENTE DE TODOS|81.49
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 134|1600600323X|FRENTE DE TODOS|75.7
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 134|1600600323X|JUNTOS POR EL CAMBIO|15.38
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 134|1600600327X|FRENTE DE TODOS|85.9
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 134|1600600327X|JUNTOS POR EL CAMBIO|7.48
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 134|1600600322X|JUNTOS POR EL CAMBIO|17.52
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 134|1600600326X|JUNTOS POR EL CAMBIO|10.22
Río Negro|25 de Mayo|Circuito Ingeniero Jacobacci|ESCUELA PRIMARIA N 134|1600600326X|FRENTE DE TODOS|85.22
Río Negro|25 de Mayo|Circuito El Cain|ESCUELA HOGAR N 173|1600600319X|INCIDENCIA|0.0
Río Negro|El Cuy|Circuito Mencue|ESCUELA PRIMARIA N 244|1601301666X|FRENTE DE TODOS|75.24
Río Negro|El Cuy|Circuito Bajada Colorada|ESCUELA HOGAR N 83|1601301668X|JUNTOS POR EL CAMBIO|11.53
Río Negro|El Cuy|Circuito Bajada Colorada|ESCUELA HOGAR N 83|1601301668X|FRENTE DE TODOS|77.69
Río Negro|El Cuy|Circuito Balsa las Perlas|ESCUELA PRIMARIA N 247|1601301669X|JUNTOS POR EL CAMBIO|19.73
Río Negro|El Cuy|Circuito Lonco Vaca|ESCUELA PRIMARIA N 194|1601301665X|JUNTOS POR EL CAMBIO|13.67
Río Negro|El Cuy|Circuito Lonco Vaca|ESCUELA PRIMARIA N 194|1601301665X|FRENTE DE TODOS|80.34
Río Negro|El Cuy|Circuito El Cuy|ESCUELA PRIMARIA N 87|1601301661X|JUNTOS POR EL CAMBIO|19.79
Río Negro|El Cuy|Circuito El Cuy|ESCUELA PRIMARIA N 87|1601301660X|JUNTOS POR EL CAMBIO|14.73
Río Negro|El Cuy|Circuito El Cuy|ESCUELA PRIMARIA N 87|1601301660X|FRENTE DE TODOS|82.63
Río Negro|El Cuy|Circuito Valle Azul|ESCUELA PRIMARIA N 143|1601301662X|JUNTOS POR EL CAMBIO|13.5
Río Negro|El Cuy|Circuito Valle Azul|ESCUELA PRIMARIA N 143|1601301662X|FRENTE DE TODOS|77.63
Río Negro|El Cuy|Circuito Valle Azul|ESCUELA PRIMARIA N 143|1601301663X|FRENTE DE TODOS|83.13
Río Negro|El Cuy|Circuito Valle Azul|ESCUELA PRIMARIA N 143|1601301663X|JUNTOS POR EL CAMBIO|10.58
Río Negro|El Cuy|Circuito Cerro Policia|ESCUELA HOGAR N 193|1601301664X|FRENTE DE TODOS|76.88
Río Negro|El Cuy|Circuito Cerro Policia|ESCUELA HOGAR N 193|1601301664X|JUNTOS POR EL CAMBIO|16.5
Río Negro|Nueve de Julio|Circuito Treneta|ESCUELA PRIMARIA N 164|1600500298X|FRENTE DE TODOS|91.78
Río Negro|Nueve de Julio|Circuito Treneta|ESCUELA PRIMARIA N 164|1600500298X|JUNTOS POR EL CAMBIO|3.42
Río Negro|Nueve de Julio|Circuito Mtro R Mexia Rural|ESCUELA PRIMARIA N 209|1600500297X|JUNTOS POR EL CAMBIO|6.45
Río Negro|Nueve de Julio|Circuito Mtro R Mexia Rural|ESCUELA PRIMARIA N 209|1600500297X|FRENTE DE TODOS|88.17
Río Negro|Nueve de Julio|Circuito Cona Niyeu|ESCUELA HOGAR N 171|1600500299X|FRENTE DE TODOS|80.83
Río Negro|Nueve de Julio|Circuito Cona Niyeu|ESCUELA HOGAR N 171|1600500299X|JUNTOS POR EL CAMBIO|10.0
Río Negro|Nueve de Julio|Circuito Praguaniyeu|ESCUELA PRIMARIA N 114|1600500300X|INCIDENCIA|0.0
