provincia|seccion|circuito|local|mesa|partido|porcentaje
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|COLEGIO PCIAL. N¼ 12 "DR. MARIO C. PARADELO"|2000700843X|FRENTE DE TODOS|76.19
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|COLEGIO PCIAL. N¼ 12 "DR. MARIO C. PARADELO"|2000700846X|FRENTE DE TODOS|88.62
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|COLEGIO PCIAL. N¼ 12 "DR. MARIO C. PARADELO"|2000700846X|JUNTOS POR EL CAMBIO|9.95
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|COLEGIO PCIAL. N¼ 12 "DR. MARIO C. PARADELO"|2000700842X|JUNTOS POR EL CAMBIO|16.08
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|COLEGIO PCIAL. N¼ 12 "DR. MARIO C. PARADELO"|2000700842X|FRENTE DE TODOS|80.43
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|COLEGIO PCIAL. N¼ 12 "DR. MARIO C. PARADELO"|2000700847X|FRENTE DE TODOS|75.92
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|COLEGIO PCIAL. N¼ 12 "DR. MARIO C. PARADELO"|2000700847X|JUNTOS POR EL CAMBIO|16.66
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|ESCUELA PCIAL N¼ 32 "PCIA DE FORMOSA"|2000700852X|JUNTOS POR EL CAMBIO|16.9
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|ESCUELA PCIAL N¼ 32 "PCIA DE FORMOSA"|2000700852X|FRENTE DE TODOS|77.93
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|ESCUELA PCIAL N¼ 32 "PCIA DE FORMOSA"|2000700857X|JUNTOS POR EL CAMBIO|15.38
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|ESCUELA PCIAL N¼ 32 "PCIA DE FORMOSA"|2000700857X|FRENTE DE TODOS|79.63
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|ESCUELA PCIAL N¼ 32 "PCIA DE FORMOSA"|2000700855X|JUNTOS POR EL CAMBIO|17.61
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|ESCUELA PCIAL N¼ 32 "PCIA DE FORMOSA"|2000700855X|FRENTE DE TODOS|77.14
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|ESCUELA PCIAL N¼ 32 "PCIA DE FORMOSA"|2000700856X|FRENTE DE TODOS|77.47
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|ESCUELA PCIAL N¼ 32 "PCIA DE FORMOSA"|2000700856X|JUNTOS POR EL CAMBIO|16.66
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|ESCUELA PCIAL N¼ 32 "PCIA DE FORMOSA"|2000700851X|FRENTE DE TODOS|76.41
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|ESCUELA PCIAL N¼ 32 "PCIA DE FORMOSA"|2000700851X|JUNTOS POR EL CAMBIO|17.92
Santa Cruz|Güer Aike|Circuito 28 de Noviembre|ESCUELA PCIAL N¼ 32 "PCIA DE FORMOSA"|2000700854X|JUNTOS POR EL CAMBIO|19.44
Santa Cruz|Güer Aike|Circuito Rio Gallegos|ESCUELA PCIAL N¡ 55 "VAPOR TRANSPORTE VILLARINO"|2000700721X|INCIDENCIA|0.0
Santa Cruz|Güer Aike|Circuito Rio Gallegos|COLEGIO PCIAL. N¼ 7 "DR. JULIO LADVOCAT"|2000700580X|JUNTOS POR EL CAMBIO|2.06
Santa Cruz|Güer Aike|Circuito Rio Gallegos|COLEGIO PCIAL. N¡ 36|2000700696X|INCIDENCIA|0.0
Santa Cruz|Güer Aike|Circuito Rio Gallegos|ESCUELA PCIAL. N¼ 15 "PCIA DE SGO DEL ESTERO"|2000700626X|INCIDENCIA|0.0
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO SANTA BARBARA|2000700819X|JUNTOS POR EL CAMBIO|17.59
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO SANTA BARBARA|2000700819X|FRENTE DE TODOS|77.25
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO SANTA BARBARA|2000700820X|FRENTE DE TODOS|83.09
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO SANTA BARBARA|2000700820X|JUNTOS POR EL CAMBIO|13.14
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO SANTA BARBARA|2000700823X|JUNTOS POR EL CAMBIO|17.48
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO SANTA BARBARA|2000700817X|JUNTOS POR EL CAMBIO|15.2
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO SANTA BARBARA|2000700817X|FRENTE DE TODOS|76.03
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO SANTA BARBARA|2000700818X|JUNTOS POR EL CAMBIO|14.61
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO SANTA BARBARA|2000700818X|FRENTE DE TODOS|79.45
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO SANTA BARBARA|2000700824X|JUNTOS POR EL CAMBIO|15.55
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO SANTA BARBARA|2000700824X|FRENTE DE TODOS|82.66
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO SANTA BARBARA|2000700822X|FRENTE DE TODOS|80.37
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO SANTA BARBARA|2000700822X|JUNTOS POR EL CAMBIO|14.01
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO PCIAL. N¼ 4 "PERITO MORENO"|2000700812X|FRENTE DE TODOS|76.44
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO PCIAL. N¼ 4 "PERITO MORENO"|2000700812X|JUNTOS POR EL CAMBIO|17.77
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO PCIAL. N¼ 4 "PERITO MORENO"|2000700815X|JUNTOS POR EL CAMBIO|13.33
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO PCIAL. N¼ 4 "PERITO MORENO"|2000700815X|FRENTE DE TODOS|80.44
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO PCIAL. N¼ 4 "PERITO MORENO"|2000700808X|JUNTOS POR EL CAMBIO|13.55
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO PCIAL. N¼ 4 "PERITO MORENO"|2000700808X|FRENTE DE TODOS|78.03
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO PCIAL. N¼ 4 "PERITO MORENO"|2000700810X|FRENTE DE TODOS|78.57
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO PCIAL. N¼ 4 "PERITO MORENO"|2000700810X|JUNTOS POR EL CAMBIO|15.71
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO PCIAL. N¼ 4 "PERITO MORENO"|2000700811X|JUNTOS POR EL CAMBIO|14.09
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO PCIAL. N¼ 4 "PERITO MORENO"|2000700811X|FRENTE DE TODOS|80.45
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO PCIAL. N¼ 4 "PERITO MORENO"|2000700813X|JUNTOS POR EL CAMBIO|14.69
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO PCIAL. N¼ 4 "PERITO MORENO"|2000700813X|FRENTE DE TODOS|78.67
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO PCIAL. N¼ 4 "PERITO MORENO"|2000700809X|FRENTE DE TODOS|77.31
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO PCIAL. N¼ 4 "PERITO MORENO"|2000700809X|JUNTOS POR EL CAMBIO|18.05
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO PCIAL. N¼ 4 "PERITO MORENO"|2000700814X|FRENTE DE TODOS|80.09
Santa Cruz|Güer Aike|Circuito Rio Turbio|COLEGIO PCIAL. N¼ 4 "PERITO MORENO"|2000700814X|JUNTOS POR EL CAMBIO|13.12
Santa Cruz|Güer Aike|Circuito Rio Turbio|ESCUELA PROVINCIAL N¡ 60 "INGENIERO NEO ZULIANI"|2000700838X|JUNTOS POR EL CAMBIO|12.29
Santa Cruz|Güer Aike|Circuito Rio Turbio|ESCUELA PROVINCIAL N¡ 60 "INGENIERO NEO ZULIANI"|2000700838X|FRENTE DE TODOS|80.32
